id,addr_gba,scene,context,max_bytes,max_chars,en,mt,final,status,notes
00297D12,0x8297D12,main-text,,152,75,"Wally: Oh! Hi, [玩家]![/p]I've gotten a lot stronger since[/n]we met.[/p][玩家], I want you and my Uncle to[/n]understand that.[/p][玩家], please, will you have[/n]a battle with me?","满充: 哦! 你好, [玩家]![/p][/n]我变得比我们见面时[/p]强多了.[玩家][/n], 我想让你和我舅舅[/p][玩家]都知道这件事.[/n]",,machine-translated, [ptr:0x297801]
00297DAA,0x8297DAA,main-text,,91,45,"Wally: Oh[...] If you won't battle me,[/n][玩家], my Uncle won't know that I've[/l]become really strong.","满充: 哦...[...][/n]如果你不和我对战,[玩家][/l]我舅舅就不会知[/p]道我变得有多强了.",,machine-translated, [ptr:0x2979ed]
00297E05,0x8297E05,main-text,,157,78,"Uncle: [玩家][fd08], was it?[/n]On Wally's behalf, can I ask you to[/l]battle with him just this once?[/p]I don't think he's going to listen to[/n]any reason the way he is now.","舅舅: [玩家][fd08], 对吧?[/n][/l]能不能看在满充的面子上,[/p]就和他打一场?[/n]",,machine-translated, [ptr:0x29779f]
00297EA2,0x8297EA2,main-text,,43,21,"Wally: [玩家], please![/n]Battle with me, please.","满充: [玩家], 求你了![/n]",,machine-translated, [ptr:0x297a01]
00297ECD,0x8297ECD,main-text,,41,20,"Wally: [玩家], thank you.[/p]Okay[...] Here I come!","满充: [玩家], 谢谢你.[/p][...]好,",,machine-translated, [ptr:0x29799c]
00297EF6,0x8297EF6,main-text,,45,22,Wally: [...] [...] [...] [...] [...] [...] [...][/p][...] [...] [...] [...] [...] [...] [...] [...][/p]I lost[...],[...][...][...][...][...][...][...][/p][...][...][...][...][...][...][...][...][/p]我输了[...],,machine-translated, [ptr:0x2979ad]
00297F23,0x8297F23,main-text,,42,20,Wally: Uncle[...][/n]I'll go back to Verdanturf[...],"满充: 舅舅,[...][/n]我要回绿荫镇去.[...]",,machine-translated, [ptr:0x2979bd]
00297F4D,0x8297F4D,main-text,,157,78,"[玩家], thank you.[/n]Being a Trainer is tough, isn't it?[/p]It's not enough just to have Pokémon[/n]and make them battle. That isn't what[/l]being a real Trainer is about.","[玩家], 谢谢你.[/n][/p]当训练家真的不容易, 对吧?[/l]光有[/n]宝可梦让它们对战, 这还远远不够. [/p]真正的训练家",,machine-translated, [ptr:0x2979cf]
00297FEA,0x8297FEA,main-text,,170,84,"Uncle: Wally, there's no need to be so[/n]down on yourself.[/p]Why, what's keeping you from becoming[/n]stronger and stronger?[/p]Come on, let's go home.[/n]Everyone's waiting for you.","舅舅: 满充, 你不用[/n]这么灰心.[/p][/n]对了, 你为什么会变得不自信呢?[/p]来吧, 咱们回家.[/n]大家都在等着你呢.",,machine-translated, [ptr:0x2979e1]
00298094,0x8298094,main-text,,199,99,"Uncle: [玩家][fd08], it just dawned on me[/n]that you must be the Trainer who kept[/l]an eye out for Wally when he caught[/l]his Pokémon.[/p]Why don't you visit us in Verdanturf[/n]sometime?[/l]I'm sure Wally would enjoy it.","舅舅: [玩家][fd08], 我突然想起来了,[/n]你就是那个满充捉宝可梦时[/l][/l]一直在旁[/p]边保护他的训练家吧.[/p][/n]有空来绿荫镇玩吧?[/l]满充一定会很高[/p]兴的.",,machine-translated, [ptr:0x297878;0x2978ce]
002984B4,0x82984B4,main-text,,186,92,"Wattson: Don't you worry about it.[/n]It won't be a challenge to you.[/p]The entrance to New Mauville is just[/n]a short Surf away from Route 110.[/p]That's it, then, you have my trust![/n]Wahahahaha!","铁旋: 别担心.[/n]对你来说不算什么.[/p][/n]新紫堇的入口就在[/p]110号道路冲浪过去不远的地方.所以,[/n] 我相信你!",,machine-translated, [ptr:0x297ad7;0x297ae1]
0029856E,0x829856E,main-text,,147,73,"Wattson: Wahahahaha![/p]I knew it, [玩家][fd08]! I knew I'd made[/n]the right choice asking you![/p]This is my thanks - you can[/n]have this.[/p]Go on, you've earned it!","铁旋: 哇哈哈哈![/p][玩家][fd08]! 我就知道[/n]找你准没错![/p][/n]这是给你的感谢礼,[/p]收下吧, 这是你应得的!",,machine-translated, [ptr:0x297aeb]
00298601,0x8298601,main-text,,87,43,Wattson: Wahahahaha![/p]It pleases me to no end to see[/n]the young step up and take charge!,"铁旋: 哇哈哈哈![/p][/n]看到年轻人站出来承担责任, 我真是[/p]高兴极了!",,machine-translated, [ptr:0x297b1d;0x297b27]
00298658,0x8298658,main-text,,123,61,"You know, it's cool to have Pokémon[/n]battles and stuff[...][/p]But if your Pokémon gets hurt,[/n]you have to nurse it back to health.","宝可梦对战确实很酷,[/n][...][/p][/n]但如果宝可梦受伤了, 就要好好照顾[/p]它恢复健康.",,machine-translated, [ptr:0x29770c]
002986D3,0x82986D3,main-text,,127,63,"The roads of this town stretch north[/n]and south, and east and west.[/p]Because of that, we get all sorts of[/n]people coming through.","这座城镇的道路四通八达,[/n][/p]所以各色各样的人[/n]都会路过这里.",,machine-translated, [ptr:0x297715]
00298752,0x8298752,main-text,,79,39,"Have you been to Rydel's Cycles yet?[/p]Rydel, the owner, is a very generous[/n]man.",你去过兰代尔的自行车店吗?[/p][/n]店主兰代尔是个很大方的人.,,machine-translated, [ptr:0x29771e]
002987A1,0x82987A1,main-text,,59,29,"Even if you're riding a Bike,[/n]wild Pokémon could jump you.","就算骑着自行车,[/n]",,machine-translated, [ptr:0x297727]
002987DC,0x82987DC,main-text,,50,24,Mauville City[/n]“The bright and shiny city of fun!”,"紫堇市,[/n]闪亮有趣之都!",,machine-translated, [ptr:0x297730]
0029880E,0x829880E,main-text,,77,38,Mauville City Pokémon Gym[/n]Leader: Wattson[/l]“The cheerfully electrifying man!”,紫堇市宝可梦道馆[/n]馆主: 铁旋[/l]充满电力的快乐之人!,,machine-translated, [ptr:0x297739]
0029885B,0x829885B,main-text,,56,27,“Ride in gravel and shake up your[/n]soul!”[/l]Rydel's Cycles,"在碎石路上驰骋,[/n][/l]感受灵魂的震撼! 兰代尔自行车店",,machine-translated, [ptr:0x297742]
00298893,0x8298893,main-text,,46,22,“The play spot for all!”[/n]Mauville Game Corner,所有人的游乐场![/n]紫堇游乐场,,machine-translated, [ptr:0x29774b]
002988C1,0x82988C1,main-text,,57,28,Mauville Move Tutor[/n]“Special moves for Starter Pokémon!”,紫堇招式教学师[/n]为御三家宝可梦传授特殊招式!,,machine-translated, [ptr:0x297754]
00298A29,0x8298A29,main-text,,36,17,"Hi, have you been checking out TVs?","嘿, 你有没有看电视呀?",,machine-translated, [ptr:0x297775]
00298B34,0x8298B34,main-text,,105,52,"My slow mons love Gyro Ball, an attack[/n]that does more damage the slower the[/l]user is compared to the foe.","我的慢速宝可梦最喜欢陀螺球,[/l]速度[/n]越慢威力越大的招式.",,machine-translated, [ptr:0x2976f8;0x297702]
00298B9D,0x8298B9D,main-text,,42,20,[玩家] got Wattson's [文本色08]Lanturn[文本色02] as a[/n]gift!,[玩家]获得了铁旋的[文本色08]电灯怪[文本色02]作为[/n]礼物!,,machine-translated, [ptr:0x297b13]
0029980C,0x829980C,main-text,,123,61,"h obstacles, like[/l]the small trees in Petalburg Woods.[/p]Here, I'll register my Anorith for[/n]you.[/p][...] [...] [...] [...] [...] [...][/n][...] [...] [...] [...] [...] Click!",,,locked," [ptr:0x14b9697] [锁定:唯一指针0x14B9697为误命中(位于29 XX 98三字节编码数据内的巧合),完整串0x299714无静态指针引用,入口待运行时定位]"
002999E8,0x82999E8,main-text,,56,27,"Good luck in your next Gym Battle,[/n][玩家]![/p]Goodbye for now!","祝你在接下来的道馆战中好运,[玩家]![/p]再见了!",,machine-translated, [ptr:0x2996cf]
00299A20,0x8299A20,main-text,,109,54,The Devon Corporation[...][/n]We all just shorten it to Devon.[/p]That company makes all sorts of[/n]convenient products.,得文公司[...][/n]大家都简称它为得文.[/p][/n]那家公司生产各种各样的便利产品.,,machine-translated, [ptr:0x298d02]
00299A8D,0x8299A8D,main-text,,97,48,"Hm? A sneaky-looking man?[/p]Come to think of it, yes, a shady-[/n]looking guy went around the corner.","嗯? 一个鬼鬼祟祟的人?[/p][/n]说起来, 确实有个可疑的家伙往拐角[/p]那边走了.",,machine-translated, [ptr:0x298d0c]
00299AEE,0x8299AEE,main-text,,145,72,"Have you taken the Pokémon Gym[/n]challenge?[/p]When you get that shiny Gym Badge[/n]in hand, I guess Trainers begin to[/l]realize what is required of them.","你接受过宝可梦道馆[/n]的挑战吗?[/p][/n]当你拿到闪亮的道馆徽章[/l]时, 训练家[/p]们才真正开始",,machine-translated, [ptr:0x298d36]
00299B7F,0x8299B7F,main-text,,105,52,"Hey, that's Rustboro's Gym Badge![/p]Out of all the Pokémon Gym Badges,[/n]Rustboro's is the coolest, I'd say.","嘿, 这是卡那兹道馆的徽章![/p][/n]要我说, 所有道馆徽章中, 卡那兹的[/p]是最酷的.",,machine-translated, [ptr:0x298d40]
00299BE8,0x8299BE8,main-text,,121,60,Oh? Who might you be?[/n]You're a new face around these parts.[/p]Have you just transferred into the[/n]Pokémon Trainer's School?,哦? 你是谁?[/n]你是新面孔啊.[/p][/n]你刚转入宝可梦训练家学校吗?,,machine-translated, [ptr:0x298d18]
00299C61,0x8299C61,main-text,,160,79,"I challenged the Gym Leader, but[...][/p]It's not going to be easy winning with[/n]my Fire-type Pokémon[...][/p]Fire-type Pokémon don't match up[/n]well against Rock-type Pokémon[...]","我和道馆馆主对战过, 但[...][/p]用我的火属性宝可梦[/n][...]打赢可不简单.[/p][/n]火属性宝可梦和岩石属性[...]宝可梦对战[/p]很不利.",,machine-translated, [ptr:0x298d22]
00299D01,0x8299D01,main-text,,105,52,The old sailor Mr. Briney lives in[/n]a cottage by the sea.[/p]He goes for walks in the tunnel every[/n]so often.,老水手织井先生住在[/n]海边的小屋里.[/p][/n]他偶尔会去隧道里散步.,,machine-translated, [ptr:0x298d55]
00299D6A,0x8299D6A,main-text,,170,84,"The old sailor Mr. Briney lives in[/n]a cottage by the sea.[/p]He said he was going shopping in[/n]Slateport for his pet, Peeko.[/p]That old sea dog, he must really love[/n]that Peeko.","老水手织井先生住在[/n]海边的小屋里.[/p][/n]他说他去凯那市给宠物[/p]皮可买东西了.[/n]那个老海狗, 一定很疼爱皮可吧.",,machine-translated, [ptr:0x298d5f]
00299E14,0x8299E14,main-text,,98,48,"Wow, you have Pokémon with you, too.[/p]When I get bigger, I'm going to go[/n]places with Pokémon, too.","哇, 你也带着宝可梦啊.[/p][/n]等我长大了, 我也要带着宝可梦到处[/p]走走.",,machine-translated, [ptr:0x298d69]
00299E76,0x8299E76,main-text,,95,47,"Pokémon Trainer's School![/p]If I go to this school, will I be able[/n]to catch rare Pokémon easily?","宝可梦训练家学校![/p][/n]去这所学校的话, 是不是就能轻松捉[/p]到稀有宝可梦了?",,machine-translated, [ptr:0x298d72]
00299ED5,0x8299ED5,main-text,,87,43,"If a Pokémon gains experience in[/n]battles, it can sometimes change in[/l]the way it looks.","宝可梦通过战斗[/n]积累经验的话,[/l]",,machine-translated, [ptr:0x298dbc]
00299F2C,0x8299F2C,main-text,,62,30,"A Pokémon changes shape?[/n]If one did that, I would be shocked!",宝可梦会改变外形?[/n],,machine-translated, [ptr:0x298dd2]
00299F6A,0x8299F6A,main-text,,117,58,"A Pokémon you get in a trade from[/n]someone grows fast.[/p]But if you don't have certain Gym[/n]Badges, it may not obey you[...]","从别人那里交换来的宝可梦[/n][/p]成长很快.[/n]但如果没有相应的道馆徽章,[...]它可能[/p]不会听你的.",,machine-translated, [ptr:0x298de8]
00299FDF,0x8299FDF,main-text,,25,12,Get out![/n]Out of the way!,走开![/n],,machine-translated, [ptr:0x298e65]
00299FF8,0x8299FF8,main-text,,39,19,Wait! Pleeeaaase![/p]Don't take my Goods!,等一下! 求你了![/p],,machine-translated, [ptr:0x298e8f]
0029A01F,0x829A01F,main-text,,198,98,"Oh, it's you![/p]You're that fantastic Trainer who[/n]helped me in Petalburg Woods![/p]Help me! I was robbed by Team Aqua![/n]I have to get the Devon Parts back![/p]If I don't[...][/n]I'm going to be in serious trouble.","哦, 是你啊![/p][/n]你就是那个在古华顿森林帮助过我的[/p]厉害训练家![/p][/n]救救我! 我被水舰队抢了![/p][...]我必须把得文的物品拿回来!如果拿[/n]不回来, 我就麻烦大了.",,machine-translated, [ptr:0x298ffd]
0029A0E5,0x829A0E5,main-text,,73,36,"That shady character, I think he took[/n]off towards the tunnel over there.","那个可疑的家伙, 我想他往隧道那边[/n]跑了.",,machine-translated, [ptr:0x298ed3;0x298f80]
0029A12E,0x829A12E,main-text,,151,75,"Oh! How did it go?[/n]The Devon Parts?[/p]You did![/n]You got them back![/p]You really are a great Trainer![/p]I know! As my thanks, I'll give you[/n]these Dream Balls!","哦! 结果怎么样?[/n][/p]得文的物品?[/n]你拿到了![/p]你真的太厉害了![/p][/n]作为感谢, 我给你",,machine-translated, [ptr:0x298edc;0x29912a]
0029A1C5,0x829A1C5,main-text,,62,30,You're loaded with items.[/n]I can't give you these Dream Balls.,你的物品栏已经满了.[/n],,machine-translated, [ptr:0x29916b]
0029A203,0x829A203,main-text,,198,98,"Devon Corp. worked with a scientist[/n]from the Unova Region to develop[/l]those modified Dream Balls.[/p]Any Pokémon captured in one will[/n]receive its Hidden Ability![/p]Excuse me, please![/n]Please come with me!","得文公司和一位来自[/n]合众地区的科学家合作,[/l]开发了改良[/p]版梦球.[/p][/n]用这种球捕获的宝可梦[/p]可以获得隐藏特性![/n]打扰了, 请",,machine-translated, [ptr:0x299149]
0029A2C9,0x829A2C9,main-text,,146,72,"May: Oh, hi, [玩家][fd08]![/p]You had a Match Call feature put[/n]on your PokéNav![/p]Let's register each other so we can[/n]contact one another anytime![/p][...] [...] [...] [...] [...] [...]","小光: 哦, 嗨, [玩家][fd08]![/p][/n]你的宝可导航安装了[/p]通话功能![/n][/p]我们互留号码, 以后随时都能联系![...][...][...][...][...][...]",,machine-translated, [ptr:0x2994b8]
0029A37A,0x829A37A,main-text,,217,108,"May: Oh, by the way, I passed[/n]Mr. Briney in Petalburg Woods.[/p]I guess he's on his way home to his[/n]cottage by the sea.[/p]How's your Pokédex coming along,[/n][玩家][fd08]? Mine's looking pretty decent![/p]So[...][/n]How about a little battle?","小光: 对了, 我在古华顿森林[/n][/p]碰到了织井先生.[/n]他大概是要回海边的小屋.[/p][/n][玩家][fd08]你的宝可图鉴收集得怎么样了?[/p][...]我的还不错![/n]那么,",,machine-translated, [ptr:0x2994d6]
0029A453,0x829A453,main-text,,117,58,"May: Oh, what's the matter?[/p]Haven't you caught or raised your[/n]Pokémon very much?[/p]That's not very good for a Trainer!","小光: 哎呀, 怎么了?[/p][/n][/p]你没怎么培育你的宝可梦吗?",,machine-translated, [ptr:0x2994e9;0x299510]
0029A4C8,0x829A4C8,main-text,,60,29,"May: So, what do you think?[/n]How about a little battle here?","小光: 那么, 你觉得怎么样?[/n]",,machine-translated, [ptr:0x2994fd]
0029A504,0x829A504,main-text,,61,30,"May: You just became a Trainer,[/n][玩家][fd08]. I'm not going to lose!","小光: 你才刚当上训练家,[/n][玩家][fd08]. 我可不会手下留情!",,machine-translated, [ptr:0x29951a]
0029A541,0x829A541,main-text,,38,18,Yikes![/n]You're better than I expected!,哇![/n],,machine-translated, [ptr:0x299571;0x299589;0x2995a1]
0029A567,0x829A567,main-text,,150,74,"May: Oh, by the way, Mr. Briney, who[/n]I just passed[...][/p][玩家][fd08], you just moved here so you[/n]might not know this, but Mr. Briney[/l]was once a revered seafarer.","小光: 对了, 我刚才碰到了织井先生,[/n][...][/p][玩家][fd08], 你刚搬来这里可能不知道,织井先[/n]生以前可是[/l]一位了不起的航海家.",,machine-translated, [ptr:0x299549]
0029A5FD,0x829A5FD,main-text,,148,73,"Brendan: Oh, hey, [玩家]![/p]You had a Match Call feature put[/n]on your PokéNav! Cool![/p]Let's register each other so we can[/n]get in touch anytime![/p][...] [...] [...] [...] [...] [...]","小悠: 哦, 嘿, [玩家]![/p][/n]你的宝可导航装了[/p]通话功能! 太好了![/n][/p]互留号码, 随时都能联系![...][...][...][...][...][...]",,machine-translated, [ptr:0x2995c5]
0029A6B4,0x829A6B4,main-text,,251,125,"Brendan: By the way, [玩家], I walked[/n]by Mr. Briney in Petalburg Woods.[/p]I bet he was on his way home to his[/n]cottage by the sea.[/p][玩家], how's your Pokédex?[/n]Have you filled in any pages yet?[/p]Mine rules.[/p]Want to have a battle to test how[/n]far you've progressed?","小悠: 对了, [玩家], 我在古华顿森林碰到[/n]了织井先生.[/p]他大概是要回海边的[/n]小屋.[/p][玩家], 你的宝可图鉴怎么样了?[/n][/p]你填了几页了?[/p]我的还挺不错的.[/n]来打一场看看你进步了多少?",,machine-translated, [ptr:0x2995de]
